Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
undying,18,18,0.86,10.44,3.26,1.00
unearned,18,16,0.02,10.25,3.19,0.89
unearth,18,18,0.35,11.11,3.03,1.00
unearthly,20,20,0.29,11.50,3.15,1.00
unease,19,19,0.10,8.42,2.43,1.00
uneasiness,19,19,0.18,9.37,4.04,1.00
uneasy,19,19,2.08,9.16,1.89,1.00
uneatable,18,15,0.02,8.47,3.50,0.83
uneaten,21,21,0.16,7.76,2.49,1.00
unedited,19,19,0.18,10.68,2.81,1.00
uneducable,21,14,0.02,16.93,4.57,0.67
uneducated,19,19,0.47,9.95,3.12,1.00
unelectable,18,17,0.02,14.47,3.66,0.94
unelected,20,19,0.04,10.53,3.03,0.95
unembarrassed,18,18,0.04,11.72,2.89,1.00
unemotional,18,18,0.20,9.83,2.57,1.00
unemployable,18,18,0.18,12.22,3.32,1.00
unemployed,21,21,3.65,11.33,3.54,1.00
unemployment,19,19,3.14,10.95,3.24,1.00
unenclosed,19,19,0.02,11.58,3.10,1.00
unencumbered,19,17,0.08,14.47,2.60,0.89
unending,18,18,0.49,9.00,2.79,1.00
unendurable,18,18,0.18,12.78,2.65,1.00
unenforceable,18,15,0.02,11.93,3.71,0.83
unengaged,18,18,0.02,12.39,3.26,1.00
unenlightened,18,18,0.08,13.78,3.35,1.00
unenlightening,18,18,0.02,12.72,3.49,1.00
unenthused,18,18,0.02,11.61,4.05,1.00
unenviable,19,19,0.02,13.47,3.39,1.00
unequal,19,19,0.20,9.26,2.75,1.00
unequaled,19,19,0.08,11.21,2.49,1.00
unequipped,18,18,0.04,12.28,4.52,1.00
unequivocal,18,17,0.18,14.88,1.93,0.94
unerring,19,15,0.04,13.60,4.47,0.79
unescorted,19,19,0.33,12.58,4.66,1.00
unessential,19,19,0.04,10.21,3.68,1.00
unethical,20,20,1.76,14.30,3.15,1.00
uneven,18,18,0.76,7.33,2.22,1.00
uneventful,19,19,0.78,10.42,2.61,1.00
unexamined,19,19,0.14,11.47,3.03,1.00
unexampled,20,13,#N/A,13.15,3.39,0.65
unexcelled,18,15,0.02,10.07,2.40,0.83
unexceptional,20,20,0.06,10.60,2.89,1.00
unexciting,19,19,0.04,8.53,2.70,1.00
unexcused,18,18,0.10,9.06,2.82,1.00
unexpected,18,18,8.78,10.17,3.26,1.00
unexpired,19,18,0.02,10.06,2.55,0.95
unexplainable,18,18,0.69,9.06,2.21,1.00
unexplained,19,19,1.55,8.11,2.16,1.00
unexploded,19,19,0.20,10.11,4.05,1.00
unexploited,18,17,0.02,14.24,3.91,0.94
unexplored,19,19,0.45,8.42,2.67,1.00
unexposed,37,37,0.10,12.32,3.06,1.00
unexpressed,19,19,0.10,11.00,2.91,1.00
unexpurgated,18,9,0.04,12.11,2.47,0.50
unfailing,18,17,0.18,11.59,3.45,0.94
unfair,18,18,9.84,5.61,1.69,1.00
unfairness,19,19,0.22,7.42,3.17,1.00
unfaithful,37,37,2.35,10.38,3.00,1.00
unfaithfulness,18,18,0.04,11.44,3.58,1.00
unfamiliar,18,18,1.53,9.00,2.17,1.00
unfamiliarity,21,20,0.02,11.85,3.22,0.95
unfashionable,19,19,0.16,9.63,2.54,1.00
unfasten,18,18,0.16,7.89,4.01,1.00
unfastened,19,19,0.20,7.95,3.01,1.00
unfathomable,20,20,0.29,14.95,3.19,1.00
unfathomed,18,17,0.02,12.59,2.18,0.94
unfazed,18,17,0.06,10.71,3.12,0.94
unfeasible,19,17,0.02,14.76,4.01,0.89
unfed,19,19,0.08,8.84,3.06,1.00
unfeeling,18,18,0.65,9.94,3.35,1.00
unfelt,20,18,0.02,11.00,2.83,0.90
unfeminine,19,19,0.04,11.63,2.03,1.00
unfertilized,18,18,0.04,12.22,2.98,1.00
unfettered,18,15,0.35,13.93,3.69,0.83
unfiltered,18,18,0.16,10.28,2.78,1.00
unfinished,19,19,3.51,7.74,1.82,1.00
unfired,19,15,0.04,10.13,3.46,0.79
unfit,21,21,1.55,10.62,2.78,1.00
unfitness,19,17,0.10,12.47,4.03,0.89
unfix,18,14,0.10,10.43,2.82,0.78
unflagging,19,15,0.08,13.53,3.89,0.79
unflappable,19,18,0.14,13.33,3.61,0.95
unflattering,18,18,0.18,10.44,2.89,1.00
unflinching,18,18,0.14,11.33,4.45,1.00
unfocused,36,36,0.24,10.31,2.92,1.00
unfold,20,20,1.35,8.00,3.13,1.00
unforced,19,17,0.02,9.12,3.74,0.89
unforeseeable,19,19,0.12,11.63,3.92,1.00
unforeseen,18,18,0.57,12.11,2.97,1.00
unforgettable,18,18,0.94,8.94,2.29,1.00
unforgivable,19,19,1.96,9.58,2.34,1.00
unforgiving,19,19,0.51,9.53,3.70,1.00
unformed,19,18,0.08,9.89,3.31,0.95
unfortunate,18,18,11.84,9.11,3.32,1.00
unfortunately,22,22,32.39,7.93,2.46,1.00
unfounded,19,19,0.61,12.26,3.14,1.00
unfreeze,21,21,0.69,7.24,2.95,1.00
unfreezing,19,19,0.14,9.00,3.06,1.00
unfriendliness,18,18,0.02,6.39,2.23,1.00
unfriendly,21,21,1.04,7.00,2.26,1.00
unfrocked,18,11,0.02,12.45,4.93,0.61
unfroze,18,17,0.06,8.18,3.89,0.94
unfrozen,19,19,0.18,6.42,2.46,1.00
unfulfilled,18,18,0.39,11.39,3.55,1.00
unfulfilling,19,19,0.14,10.63,2.71,1.00
unfunny,20,20,0.24,8.75,2.73,1.00
unfurl,19,13,0.08,12.15,4.10,0.68
unfurnished,19,19,0.08,10.58,3.39,1.00
ungainly,18,14,0.06,10.43,2.28,0.78
ungallant,19,13,0.04,12.00,2.74,0.68
ungenerous,21,18,0.16,10.72,3.29,0.86
ungentlemanly,19,17,0.08,9.82,3.21,0.89
unglued,18,17,0.49,7.29,2.89,0.94
ungodliness,20,20,0.02,9.35,2.46,1.00
ungodly,20,20,0.59,8.70,2.99,1.00
ungovernable,19,19,0.02,11.79,3.41,1.00
ungoverned,19,19,0.06,11.53,3.31,1.00
ungraceful,19,18,0.06,8.67,2.00,0.95
ungracious,20,19,0.10,11.11,2.02,0.95
ungraded,20,19,0.06,10.74,2.84,0.95
ungrammatical,19,17,0.02,11.82,3.17,0.89
ungrateful,20,20,4.61,9.15,1.90,1.00
ungrounded,21,21,0.08,10.14,3.75,1.00
unguarded,37,36,0.71,10.58,3.36,0.97
unguent,19,8,0.10,13.12,3.44,0.42
unguided,18,18,0.06,10.83,2.92,1.00
unhallowed,19,14,0.06,13.21,2.61,0.74
unhand,21,19,0.84,11.63,3.80,0.90
unhandsome,20,17,0.02,9.76,3.33,0.85
unhappiness,19,19,1.16,6.84,2.46,1.00
unhappy,19,19,16.53,4.89,2.28,1.00
unharmed,19,19,1.51,9.21,3.26,1.00
unharmonious,20,20,#N/A,12.55,3.91,1.00
unharnessed,20,19,0.02,10.32,1.97,0.95
unhealthy,18,18,1.63,6.78,2.69,1.00
unheard,18,17,1.49,8.47,3.24,0.94
unheated,18,18,0.02,8.50,2.75,1.00
unheeded,19,18,0.12,12.28,2.82,0.95
unhelpful,19,19,0.18,8.16,2.01,1.00
unhindered,18,17,0.02,12.18,2.86,0.94
unhinge,19,17,0.02,11.35,3.20,0.89
unhip,21,20,0.06,12.35,3.96,0.95
unhitch,20,20,0.14,9.30,2.25,1.00
unhittable,21,19,0.04,10.58,2.85,0.90
unholy,19,19,1.33,9.42,3.86,1.00
unhook,18,18,0.86,7.22,2.92,1.00
unhorse,18,12,0.08,9.67,3.06,0.67
unhurt,18,18,0.10,7.22,2.90,1.00
unhygienic,37,34,0.06,11.56,2.60,0.92
unicellular,18,14,0.02,12.36,2.50,0.78
unicorn,18,18,2.47,4.83,1.86,1.00
unicycle,20,19,0.22,7.26,2.60,0.95
unicyclist,18,17,0.02,8.18,3.81,0.94
unidentifiable,19,19,0.12,10.58,2.67,1.00
unidentified,19,19,3.67,9.95,2.90,1.00
unidirectional,18,13,0.02,13.77,1.74,0.72
unification,19,18,1.61,14.33,2.95,0.95
unified,18,18,1.16,11.44,2.96,1.00
uniform,20,20,24.82,5.60,1.82,1.00
uniformed,18,18,0.57,7.94,2.34,1.00
uniformity,18,18,0.08,11.78,2.46,1.00
unify,18,18,0.27,10.39,2.15,1.00
unifying,19,19,0.18,11.74,3.84,1.00
unilateral,19,17,0.29,14.12,3.22,0.89
unimaginable,19,19,0.92,10.47,3.79,1.00
unimaginative,19,19,0.29,10.32,3.45,1.00
unimpaired,21,19,0.04,11.42,2.19,0.90
unimpeachable,21,19,0.14,12.68,3.93,0.90
unimpeded,18,15,0.08,14.07,2.52,0.83
unimportance,18,18,0.06,9.94,2.55,1.00
unimportant,19,19,2.45,7.84,1.95,1.00
unimpressed,18,18,0.31,9.50,2.09,1.00
unimpressive,19,19,0.24,9.68,3.09,1.00
unimproved,20,19,0.02,9.84,2.41,0.95
unindicted,19,14,0.02,15.36,2.27,0.74
uninfected,18,18,0.02,10.11,3.14,1.00
uninformed,20,20,0.29,12.35,2.62,1.00
uninhabitable,18,18,0.31,11.89,2.27,1.00
uninhabited,18,18,0.47,9.28,2.80,1.00
uninhibited,19,19,0.24,13.16,3.45,1.00
uninitiated,19,18,0.02,11.56,3.20,0.95
uninjured,19,19,0.10,8.84,3.15,1.00
uninspected,21,19,0.04,11.00,3.73,0.90
uninspired,18,18,0.35,11.00,2.33,1.00
uninspiring,19,19,0.20,11.26,2.66,1.00
uninsured,19,19,0.31,13.32,4.56,1.00
unintelligent,18,18,0.22,10.72,3.18,1.00
unintelligible,20,20,0.49,14.10,4.14,1.00
unintended,19,19,0.20,11.16,3.37,1.00
unintentional,19,19,0.41,9.26,3.14,1.00
uninterested,18,18,0.10,9.06,3.13,1.00
uninteresting,21,21,0.31,10.10,3.90,1.00
uninterrupted,19,19,0.53,9.47,3.39,1.00
uninvited,18,18,1.39,9.00,3.69,1.00
uninviting,21,21,0.04,9.81,3.33,1.00
uninvolved,20,19,0.22,10.95,2.30,0.95
union,18,18,21.78,9.39,3.91,1.00
unionism,19,14,0.04,15.00,3.66,0.74
unionist,19,17,0.02,13.88,2.62,0.89
unionize,20,19,0.10,15.63,4.36,0.95
unique,19,19,13.65,8.63,2.22,1.00
uniqueness,19,19,0.35,10.68,3.13,1.00
unisex,20,20,0.71,11.40,3.41,1.00
unison,18,17,0.41,11.12,2.64,0.94
unit,19,19,36.18,7.79,2.25,1.00
unitarian,18,15,0.16,14.00,2.51,0.83
unite,18,18,3.02,7.89,3.32,1.00
unity,21,21,2.71,9.48,4.06,1.00
universal,19,19,5.86,10.21,3.26,1.00
universalist,19,16,0.02,13.62,3.10,0.84
universe,19,19,25.27,9.26,2.62,1.00
university,18,18,23.59,10.72,2.87,1.00
unjust,18,18,1.16,11.33,3.94,1.00
unjustified,18,18,0.16,11.44,3.48,1.00
unkempt,18,18,0.24,13.00,3.69,1.00
unkind,19,19,1.39,7.21,2.53,1.00
unkindness,19,19,0.10,7.68,2.08,1.00
unknowable,20,20,0.20,9.80,3.59,1.00
unknowing,19,18,0.25,8.50,2.07,0.95
unknown,19,19,15.18,8.11,1.70,1.00
unlace,19,18,0.02,8.17,3.09,0.95
unladylike,19,19,0.16,10.37,3.02,1.00
unlamented,19,17,0.02,13.82,2.67,0.89
unlatch,19,19,0.06,8.53,3.81,1.00
unlawful,19,19,0.76,11.32,2.45,1.00
unleaded,20,20,0.35,11.65,5.05,1.00
unlearn,19,16,0.08,10.62,2.03,0.84
unleash,20,19,1.67,8.37,2.67,0.95
unleavened,19,13,0.02,12.92,5.41,0.68
unless,20,20,113.69,7.22,2.51,1.00
unlicensed,18,18,0.39,11.33,2.63,1.00
unlighted,19,19,0.04,8.74,3.05,1.00
unlikable,20,20,0.18,8.60,3.82,1.00
unlikeable,19,19,0.04,8.00,2.19,1.00
unlikelihood,19,19,0.04,10.95,1.90,1.00
unlikely,19,19,5.06,8.79,2.37,1.00
unlimber,21,17,0.02,13.18,3.68,0.81
unlimited,18,18,2.80,9.11,2.40,1.00
unlink,18,18,0.02,12.28,3.85,1.00
unlisted,19,19,0.96,11.21,2.90,1.00
unlit,18,18,0.06,7.61,4.00,1.00
unlivable,20,20,0.06,9.70,2.89,1.00
unlived,19,15,0.08,11.20,3.93,0.79
unload,21,21,4.61,7.86,3.32,1.00
unlock,18,18,5.49,7.06,2.41,1.00
unlogged,18,14,0.02,13.07,1.94,0.78
unlooked,20,17,0.02,10.29,3.41,0.85
unloose,19,14,0.02,11.64,5.12,0.74
unloosen,18,16,0.08,8.81,2.01,0.89
unlovable,19,19,0.10,8.68,3.51,1.00
unloved,18,18,0.35,7.28,1.93,1.00
unlovely,18,18,0.04,10.06,3.26,1.00
unloving,19,19,0.04,8.95,2.25,1.00
unlucky,19,19,4.12,7.05,2.20,1.00
unmade,20,20,0.25,9.05,3.00,1.00
unmake,19,18,0.10,11.28,4.28,0.95
unman,18,15,0.02,13.40,4.29,0.83
unmanageable,19,18,0.18,11.06,3.51,0.95
unmanliness,19,18,0.02,11.56,3.24,0.95
unmanly,18,18,0.14,10.72,3.37,1.00
unmanned,35,32,0.57,11.38,3.18,0.91
unmannered,18,18,0.04,9.94,2.36,1.00
unmannerly,18,17,0.06,9.65,3.57,0.94
unmapped,19,18,0.06,10.83,2.87,0.95
unmarked,19,19,1.37,8.00,2.87,1.00
unmarketable,19,19,0.02,12.32,4.28,1.00
unmarried,18,18,2.04,9.00,3.12,1.00
unmask,20,19,0.27,9.32,2.98,0.95
unmatched,19,18,0.14,9.78,3.52,0.95
unmeet,18,12,0.02,11.58,3.09,0.67
unmentionable,18,18,0.20,11.17,2.38,1.00
unmentionables,21,20,0.20,13.15,3.48,0.95
unmentioned,18,18,0.04,11.17,3.01,1.00
unmerciful,19,18,0.10,10.11,3.82,0.95
unmet,18,15,0.02,12.40,3.18,0.83
unmilitary,19,17,0.18,11.65,4.30,0.89
unmissed,18,16,0.02,10.94,3.40,0.89
unmistakable,19,19,0.88,10.21,3.17,1.00
unmitigated,19,16,0.49,15.81,2.79,0.84
unmixed,19,19,0.02,7.89,2.90,1.00
unmodified,20,20,0.04,13.20,3.71,1.00
unmolested,20,19,0.04,13.47,3.26,0.95
unmonitored,18,18,0.02,11.94,4.12,1.00
unmoor,18,6,0.02,13.33,3.20,0.33
unmotivated,20,20,0.16,10.35,2.56,1.00
unmoving,18,18,0.02,8.06,2.46,1.00
unmusical,20,20,0.02,9.10,2.36,1.00
unnamable,18,16,0.10,11.06,3.28,0.89
unnamed,18,17,0.49,8.71,3.62,0.94
unnatural,18,18,2.75,9.44,2.20,1.00
unnecessary,20,20,6.20,9.50,2.86,1.00
unneeded,19,19,0.06,10.63,3.58,1.00
unnerve,19,19,0.16,11.84,2.17,1.00
unnoticeable,19,19,0.02,10.42,2.24,1.00
unnoticed,19,19,1.22,9.63,2.22,1.00
unnumbered,18,17,0.10,9.18,2.27,0.94
unobserved,19,19,0.14,10.63,4.26,1.00
unobstructed,19,18,0.14,10.67,3.51,0.95
unobtainable,19,19,0.12,13.95,3.81,1.00
unobtrusive,18,16,0.33,13.81,2.34,0.89
unobvious,19,18,0.02,12.11,2.87,0.95
unoccupied,20,20,0.33,8.80,2.63,1.00
unofficial,18,18,0.98,11.22,3.54,1.00
unopened,18,18,0.55,7.06,2.29,1.00
unopposed,20,20,0.22,11.35,3.95,1.00
unorganized,19,19,0.10,10.11,3.13,1.00
unoriginal,21,20,0.20,10.95,2.46,0.95
unoriginality,19,19,0.02,11.47,3.58,1.00
unornamented,19,19,0.02,11.63,3.64,1.00
unorthodox,18,16,1.41,12.19,2.61,0.89
unpack,19,19,3.24,7.53,2.63,1.00
unpaid,20,20,1.00,8.85,2.13,1.00
unpainted,37,37,0.12,7.68,2.40,1.00
unpalatable,18,13,0.04,13.69,3.01,0.72
unparalleled,20,20,0.57,12.40,2.70,1.00
unpardonable,19,19,0.16,13.53,3.34,1.00
unpatriotic,19,19,0.25,11.16,2.77,1.00
unpatrolled,19,18,0.04,11.06,3.33,0.95
unpaved,19,19,0.06,8.68,2.67,1.00
unpeel,19,17,0.04,6.53,2.60,0.89
unperceptive,20,19,0.02,13.74,2.21,0.95
unperturbed,18,17,0.02,12.76,2.84,0.94
unpick,20,17,0.04,9.29,2.73,0.85
unpin,18,16,0.06,8.44,4.37,0.89
unplanned,18,18,0.18,8.22,1.73,1.00
unpleasant,19,19,6.10,9.32,3.43,1.00
unpleasantness,19,19,0.57,9.00,2.31,1.00
unpleasing,20,20,0.02,9.30,3.06,1.00
unplug,20,20,0.86,7.35,2.18,1.00
unplugged,19,19,0.84,5.42,1.95,1.00
unpolished,19,19,0.16,9.00,3.70,1.00
unpolluted,19,19,0.06,9.21,2.88,1.00
unpopular,20,20,1.29,8.20,1.85,1.00
unpopularity,18,18,0.04,10.56,2.59,1.00
unpopulated,20,19,0.06,9.63,3.11,0.95
unpractical,19,17,0.04,11.59,2.94,0.89
unpracticed,18,18,0.02,11.56,3.35,1.00
unprecedented,19,19,1.57,13.16,2.79,1.00
unpredictability,21,21,0.18,12.14,3.84,1.00
unpredictable,18,18,3.43,7.83,2.57,1.00
unprejudiced,18,18,0.06,11.22,3.23,1.00
unpremeditated,18,16,0.14,13.62,3.46,0.89
unprepared,19,19,1.53,8.00,2.21,1.00
unpreparedness,19,19,0.04,11.16,3.35,1.00
unprepossessing,19,10,0.08,14.40,4.06,0.53
unpreserved,18,17,0.02,11.00,2.74,0.94
unpretending,19,19,0.02,9.84,3.34,1.00
unpretentious,19,19,0.18,14.05,3.69,1.00
unprincipled,19,19,0.31,12.89,3.49,1.00
unprintable,18,18,0.06,12.00,2.93,1.00
unprocessed,20,20,0.02,10.50,3.09,1.00
unproduced,19,17,0.10,11.47,3.08,0.89
unproductive,18,18,0.27,10.50,2.73,1.00
unprofessional,18,18,1.51,10.83,3.01,1.00
unprofitable,19,19,0.08,11.05,3.79,1.00
unprogressive,19,18,0.02,13.06,3.46,0.95
unpromising,21,21,0.06,12.24,3.28,1.00
unprompted,21,21,0.02,10.48,3.25,1.00
unpronounceable,19,19,0.08,11.89,2.88,1.00
unprotected,19,19,1.24,9.26,3.14,1.00
unproven,18,18,0.22,10.06,3.46,1.00
unprovoked,18,18,0.47,12.28,3.46,1.00
unpublished,19,19,0.24,12.05,3.49,1.00
unpunctual,18,17,0.02,12.76,3.38,0.94
unpunctuality,19,17,0.02,10.24,3.75,0.89
unpunished,19,19,0.71,8.05,3.14,1.00
unqualified,18,18,0.53,12.17,3.31,1.00
unquenchable,19,19,0.24,11.21,3.17,1.00
unquestionable,19,19,0.04,11.11,2.05,1.00
unquestioned,19,18,0.25,10.61,2.64,0.95
unquestioning,18,16,0.12,10.44,2.31,0.89
unquiet,18,14,0.04,8.57,2.79,0.78
unquote,18,16,0.76,12.62,2.33,0.89
unranked,18,18,0.06,10.56,2.96,1.00
unrated,18,18,0.02,8.67,2.99,1.00
unravel,19,19,0.96,10.16,2.69,1.00
unraveled,18,17,0.24,7.88,3.10,0.94
unreachable,19,19,0.43,10.16,4.37,1.00
unread,20,20,0.10,8.10,2.10,1.00
unreadable,18,17,0.12,8.76,2.49,0.94
unreal,19,19,2.49,7.37,2.85,1.00
unrealistic,19,19,1.10,9.58,2.39,1.00
unreality,19,15,0.10,11.20,2.34,0.79
unrealized,20,20,0.04,10.70,3.10,1.00
unreason,20,17,0.04,11.88,2.50,0.85
unreasonable,19,18,3.80,9.17,3.26,0.95
unreasonableness,18,18,0.02,11.94,3.19,1.00
unreasoned,18,18,0.02,10.83,2.50,1.00
unreasoning,20,18,0.08,12.44,2.43,0.90
unrecognizable,21,21,0.27,11.67,2.89,1.00
unrecognized,19,19,0.12,9.00,2.79,1.00
unreconstructed,20,17,0.04,15.59,4.20,0.85
unrecorded,18,17,0.08,11.88,3.02,0.94
unrecoverable,20,20,0.06,10.75,2.81,1.00
unrecovered,19,17,0.02,9.88,3.55,0.89
unredeemable,18,18,0.04,12.28,3.54,1.00
unredeemed,20,19,0.02,13.58,4.00,0.95
unreel,19,16,0.02,10.00,4.12,0.84
unrefined,18,17,0.24,11.47,3.08,0.94
unrefrigerated,20,20,0.04,9.70,3.76,1.00
unregistered,19,18,0.33,10.39,3.09,0.95
unregulated,18,17,0.12,11.76,2.39,0.94
unrehearsed,19,19,0.10,11.26,3.33,1.00
unreinforced,18,17,0.02,11.24,3.35,0.94
unrelated,20,20,1.06,9.65,2.72,1.00
unreleased,19,19,0.04,10.74,3.81,1.00
unrelenting,21,17,0.45,12.71,2.71,0.81
unreliability,21,21,#N/A,10.28,2.60,1.00
unreliable,19,19,1.67,8.89,2.66,1.00
unrelieved,20,20,0.02,11.45,2.86,1.00
unreligious,19,19,0.02,10.26,4.37,1.00
unremarkable,18,18,0.41,11.06,2.58,1.00
unremarked,18,18,0.02,12.00,2.97,1.00
unremembered,18,18,0.02,9.33,3.20,1.00
unremitting,20,15,0.06,15.53,4.90,0.75
unremorseful,20,20,0.02,11.30,2.27,1.00
unrepaired,18,16,0.02,9.00,1.67,0.89
unrepeatable,20,19,0.02,9.00,2.71,0.95
unrepentant,37,32,0.24,11.75,3.34,0.86
unreported,18,18,0.18,10.89,3.60,1.00
unrepresented,18,18,0.04,10.89,3.55,1.00
unrequested,19,18,0.02,10.50,2.12,0.95
unrequited,21,17,0.43,15.12,4.61,0.81
unresolved,19,19,0.82,10.05,2.01,1.00
unresponsive,19,19,0.69,10.95,3.95,1.00
unrest,18,18,1.02,10.50,2.53,1.00
unrestrained,18,18,0.14,12.83,3.40,1.00
unrestricted,21,21,0.22,11.62,3.81,1.00
unreturned,20,19,0.22,9.00,2.89,0.95
unrevealed,19,19,0.04,10.79,2.84,1.00
unrevealing,35,33,0.02,11.58,3.02,0.94
unrewarded,18,18,0.14,9.72,2.27,1.00
unrewarding,18,18,0.06,10.72,3.25,1.00
unriddle,19,13,#N/A,12.85,3.41,0.68
unrighteous,19,18,0.14,9.89,3.58,0.95
unrighteousness,18,18,0.02,12.67,2.57,1.00
unripe,19,18,0.04,7.50,2.50,0.95
unrivalled,36,33,0.10,12.85,3.70,0.92
unroll,21,21,0.18,6.57,4.06,1.00
unromantic,18,18,0.47,11.44,3.47,1.00
unruffled,18,18,0.04,9.17,2.53,1.00
unruly,19,19,0.71,9.68,1.92,1.00
unsaddle,19,17,0.06,10.00,3.77,0.89
unsafe,19,19,1.51,4.74,1.73,1.00
unsalted,19,19,0.06,7.26,2.02,1.00
unsalvageable,18,18,0.02,13.72,3.91,1.00
unsanctified,20,19,0.08,13.74,3.54,0.95
unsanctioned,19,19,0.04,14.11,3.51,1.00
unsanitary,21,21,0.41,11.00,3.62,1.00
unsatisfactory,37,37,0.35,9.00,2.96,1.00
unsatisfied,19,19,0.55,8.37,2.83,1.00
unsaturated,18,18,0.02,14.22,3.30,1.00
unsaved,18,18,0.04,8.89,4.36,1.00
unsavory,19,19,0.76,13.63,3.61,1.00
unsay,18,14,0.02,12.36,3.23,0.78
unscathed,19,17,0.37,11.47,2.83,0.89
unscented,19,19,0.06,8.68,3.18,1.00
unscheduled,18,18,0.59,9.89,2.72,1.00
unschooled,18,17,0.06,9.88,2.42,0.94
unscientific,20,20,0.22,11.75,3.60,1.00
unscramble,19,18,0.22,10.11,3.63,0.95
unscrambled,18,18,0.06,11.17,2.85,1.00
unscreened,19,19,0.02,11.05,4.25,1.00
unscrew,21,21,0.49,6.76,2.57,1.00
unscripted,19,19,0.06,12.26,3.57,1.00
unscrupulous,19,16,0.57,14.19,2.07,0.84
unseal,19,19,0.08,8.89,3.28,1.00
unsearchable,21,20,0.02,11.30,2.41,0.95
unseasonable,18,18,0.08,11.06,3.06,1.00
unseasoned,18,18,0.02,12.44,3.63,1.00
unseat,19,18,0.06,10.33,3.50,0.95
unsecured,18,18,0.18,11.44,3.07,1.00
unseeing,20,19,0.02,10.21,3.46,0.95
unseemliness,19,17,0.02,12.29,3.90,0.89
unseen,18,18,2.16,9.56,2.55,1.00
unselfconscious,19,18,0.02,12.00,3.12,0.95
unselfish,19,19,0.86,9.00,3.45,1.00
unselfishness,18,18,0.02,9.94,2.65,1.00
unsentimental,18,18,0.06,12.33,3.69,1.00
unserious,19,16,0.06,9.12,2.90,0.84
unset,19,19,0.02,10.00,3.37,1.00
unsettle,19,19,0.06,9.74,2.64,1.00
unsettlement,18,17,0.04,11.71,2.82,0.94
unsex,19,8,0.04,12.62,3.81,0.42
unshackle,20,18,0.04,11.28,4.14,0.90
unshackled,19,19,0.06,9.95,3.05,1.00
unshakable,18,18,0.20,11.56,3.87,1.00
unshaken,19,19,0.02,9.79,3.05,1.00
unshaved,19,19,0.04,9.74,3.43,1.00
unshaven,18,18,0.12,10.00,2.61,1.00
unsheathe,19,16,0.02,12.19,2.64,0.84
unshelled,20,20,0.04,9.75,3.61,1.00
unshielded,21,21,0.02,11.19,3.72,1.00
unshod,18,12,0.04,12.67,3.65,0.67
unshorn,19,12,0.02,13.33,5.82,0.63
unsightly,19,19,0.37,10.79,2.74,1.00
unsigned,18,18,0.39,9.67,2.54,1.00
unsinkable,18,18,0.10,9.61,2.91,1.00
unskilled,18,18,0.06,10.00,3.41,1.00
unskillful,18,18,0.02,9.78,3.26,1.00
unsleeping,19,17,0.02,7.53,3.56,0.89
unsmiling,19,18,0.12,8.83,3.26,0.95
unsnarl,19,14,0.02,11.57,5.14,0.74
unsociable,37,37,0.12,11.62,2.89,1.00
unsocial,18,17,0.08,9.47,2.74,0.94
unsold,19,19,0.14,8.68,2.54,1.00
unsolicited,19,19,0.43,13.68,3.35,1.00
unsolvable,18,18,0.10,10.39,2.00,1.00
unsolved,18,18,2.08,9.17,2.31,1.00
unsophisticated,18,18,0.29,12.56,2.25,1.00
unsought,20,19,0.02,11.58,2.95,0.95
unsound,18,17,0.45,11.71,3.44,0.94
unsown,20,18,0.02,11.67,3.16,0.90
unsparing,19,17,0.02,12.94,2.41,0.89
unspeakable,18,18,1.86,10.44,3.24,1.00
unspecific,19,19,0.04,12.11,3.49,1.00
unspecified,19,19,0.25,11.32,3.18,1.00
unspent,19,17,0.02,10.35,3.00,0.89
unspoiled,19,19,0.37,9.26,2.64,1.00
unspoken,20,20,1.14,9.30,3.34,1.00
unsponsored,18,17,0.04,12.06,2.75,0.94
unsporting,20,18,0.04,12.72,2.67,0.90
unsportsmanlike,21,21,0.12,8.00,2.83,1.00
unspotted,19,19,0.02,7.89,3.53,1.00
unstable,19,19,5.10,10.42,2.55,1.00
unstained,18,17,0.06,8.76,2.46,0.94
unstated,18,18,0.06,10.72,2.65,1.00
unsteadiness,19,19,0.02,11.16,2.65,1.00
unsteady,20,20,0.33,7.70,1.84,1.00
unsterilized,20,20,0.06,11.95,4.19,1.00
unstop,19,17,0.02,9.00,3.71,0.89
unstoppable,19,19,1.71,8.53,1.58,1.00
unstopped,18,18,0.02,8.78,2.49,1.00
unstrapped,19,19,0.02,9.00,3.38,1.00
unstring,19,19,0.02,9.63,2.85,1.00
unstructured,37,37,0.04,12.95,3.14,1.00
unstuck,18,18,0.22,7.28,3.51,1.00
unstudied,18,16,0.02,11.06,3.62,0.89
unsubstantial,19,18,0.02,13.22,2.05,0.95
unsubstantiated,18,17,0.31,12.53,3.08,0.94
unsuccessful,19,19,0.86,9.42,3.70,1.00
unsuitability,18,16,0.02,11.94,3.59,0.89
unsuitable,19,19,0.47,11.16,2.24,1.00
unsuited,19,19,0.10,13.47,3.76,1.00
unsullied,19,12,0.14,11.42,3.55,0.63
unsung,18,18,0.25,12.61,3.99,1.00
unsupervised,18,18,0.61,9.39,2.43,1.00
unsupportable,20,20,0.04,12.45,3.35,1.00
unsupported,18,18,0.25,9.61,2.00,1.00
unsure,19,19,1.02,8.32,2.14,1.00
unsurpassed,19,19,0.25,12.84,3.78,1.00
